Entry,Accession,Biomass.Yield.dry.weight.2016,Biomass.Yield.dry.weight.2017,Biomass.Yield.dry.weight.2018
KMS329,KMS329,161.239261,1121.638978,2671.780436
KMS417,KMS417,2484.15402,2264.163871,2547.701196
JY267,JY267,305.2641986,713.4797856,604.6829684
JY174,JY174,1527.148476,1375.261168,1028.470158
JM2014-H-77,JM2014-H-77,627.8717999,530.1456466,882.4438202
RU2012-205,RU2012-205,183.6416475,315.2027639,409.7764255
KMS387,KMS387,974.9987182,771.6518669,1586.725407
JY154,JY154,295.7501191,743.4445062,699.7346939
KMS335,KMS335,980.789809,784.4341716,1841.576381
JY095,JY095,2002.261529,4917.352741,6394.099317
KMS345,KMS345,NA,266.075113,1264.798188
JY278,JY278,NA,NA,NA
RU2012-108,RU2012-108,29.93,313.3754019,492.8134485
JY247,JY247,NA,28.77,195.9690779
RU2012-037,RU2012-037,NA,6.03,36.79547597
KMS453,KMS453,686.3844521,1188.840566,2070.04009
UI11-00037,UI11-00037,1121.5211,1104.79388,1642.431525
KMS343,KMS343,1203.750329,1503.901601,2490.475236
JY264,JY264,289.6496838,549.9937614,581.4468504
RU2012-080,RU2012-080,147.4714166,421.3263827,134.6261281
RU2012-151,RU2012-151,NA,52.41,138.2166905
RU2012-097,RU2012-097,65.38459328,182.6916641,137.8216338
JY014,JY014,1814.044118,2854.688841,3200.64276
M. ×giganteus 'Illinois'-UI10-00107,UI10-00107,2527.28135,3351.425504,6573.238411
KMS468,KMS468,817.6563784,1665.388948,2708.091414
RU2012-125,RU2012-125,79.62214234,48.04,181.3884786
KMS300,KMS300,549.9732403,616.2567875,1478.919384
JPN-2011-019,JPN-2011-019,1892.210886,1345.612611,3665.906847
RU2012-068,RU2012-068,15.77,135.2342508,631.3164173
RU2012-206,RU2012-206,NA,36.23,157.4337136
KMS384,KMS384,749.6955637,882.6228239,2303.780619
RU2012-200,RU2012-200,290.4643775,388.7728509,548.3741562
JY137,JY137,1452.310157,2723.48507,2838.654163
KMS415,KMS415,1201.735705,1083.588495,3817.394737
JY142,JY142,637.0452177,695.0169505,722.3842917
JPN-2011-003,JPN-2011-003,2287.65127,1972.352452,4569.28047
JY102,JY102,3536.990995,5725.875349,6243.239554
JY084,JY084,2567.743363,5653.541049,7315.794476
JY038,JY038,2347.07647,4163.020125,3864.737726
RU2012-130,RU2012-130,27.11,68.37,200.3843575
KMS365,KMS365,828.5714286,1919.119703,2920.977176
JPN-2010-011,JPN-2010-011,2074.322088,1679.486997,2137.813696
RU2012-067,RU2012-067,12.34,83.02,146.5477252
JY257,JY257,201.9263627,413.4007427,339.367997
RU2012-188,RU2012-188,202.4863144,175.7541236,347.9341279
JY109,JY109,2896.2536,4625.469251,4907.578041
RU2012-143,RU2012-143,35,158.591749,340.3272866
JM2014-H-24,JM2014-H-24,988.3245256,557.5829951,1047.356664
JPN-2011-001,JPN-2011-001,2826.533558,3376.584721,3783.221527
JY048,JY048,2194.60451,8747.277953,10926.73067
JPN-2010-003,JPN-2010-003,381.4087371,633.2101212,815.2746181
KMS407,KMS407,733.2734457,834.2484526,3095.565455
JY110,JY110,2652.698284,5713.639549,5702.438833
RU2012-036,RU2012-036,18.59,41.94,66.95971979
JM11-027-2,JM11-027-2,1562.830409,477.524665,1967.206445
RU2012-105,RU2012-105,NA,NA,NA
JY272,JY272,NA,NA,NA
JPN-2011-013,JPN-2011-013,2487.046833,1656.718508,3224.658792
KMS450,KMS450,378.3644318,1153.911657,3109.542177
JY199,JY199,381.8786673,557.2505168,1214.267849
JM2014-K-5,JM2014-K-5,2377.056956,2377.284812,3328.713584
JPN-2010-002,JPN-2010-002,964.8753063,58.69,2000.669323
KMS412,KMS412,1778.138009,1645.14,2602.064472
JY008,JY008,1644.335913,5526.417409,2995.757385
JY006,JY006,2442.29929,2486.956208,3379.93358
JY240,JY240,374.5159758,643.0146711,396.9078355
JY239,JY239,127.4305225,320.1608979,284.6165482
JY133,JY133,1655.868609,2253.913729,4946.727602
RU2012-167,RU2012-167,10.8,50.11,198.3263228
UI11-00034,UI11-00034,2201.092473,2405.19448,3212.936983
RU2012-128,RU2012-128,7.9,29.91,118.6825464
JM2014-M-7,JM2014-M-7,1674.985331,898.7517088,2216.209991
JY073,JY073,6980.778792,7325.63233,8107.183718
JY160,JY160,107.5243133,415.9322559,1069.537875
JM2014-H-49,JM2014-H-49,696.5159198,282.8675873,503.5496326
JM11-024,JM11-024,2367.659708,1418.042235,4480.56779
KMS452,KMS452,1647.306075,2248.33522,2853.071143
JPN-2011-017,JPN-2011-017,2289.348333,2249.140404,3819.657944
PMS-071,PMS-071,137.1728867,444.9864777,826.0041841
KMS400,KMS400,1130.131904,1707.066933,3116.156723
JM2014-H-53,JM2014-H-53,470.0218901,541.867938,600.6862546
JM2014-H-21,JM2014-H-21,526.9244894,134.2116938,147.4703557
RU2012-053,RU2012-053,3.31,23.45,191.2464639
JY201,JY201,444.3136027,470.2009398,820.9826822
JPN-2010-010,JPN-2010-010,1817.027124,1475.195156,1172.157969
JY050,JY050,2787.708568,3900.762444,6125.298752
JY155,JY155,860.7799336,698.3237532,1130.339094
RU2012-018,RU2012-018,21.95,101.7159833,252.4424094
JY250,JY250,187.6016199,814.9666667,303.8051471
UI11-00032,UI11-00032,1653.678703,1177.925783,1895.521872
RU2012-138,RU2012-138,10.77,89.56437414,135.1883772
JM2014-H-18,JM2014-H-18,211.2430556,234.2978817,538.0673778
JY225,JY225,52.45,379.9438596,440.4724138
JY265,JY265,NA,32,365.9107072
RU2012-201,RU2012-201,48.56,184.2798767,163.3710483
JM2014-S-6,JM2014-S-6,1638.799237,1657.14862,2414.072082
JY013,JY013,2217.721197,3071.591124,3780.490805
RU2012-170,RU2012-170,45.49,189.3253896,185.8836944
KMS389,KMS389,652.5805329,885.3361773,1611.3978
KMS394,KMS394,960.9733766,824.6567478,884.2734027
JY255,JY255,94.09923588,280.663662,299.8821125
KMS419,KMS419,1054.83017,2080.971462,2796.426502
KMS386,KMS386,282.9453755,726.5059495,1720.821414
KMS352,KMS352,833.190862,1113.286114,2082.02927
JY178,JY178,1216.392034,1827.824556,2225.881894
JY100,JY100,5232.690328,6756.621133,10459.52888
JM2014-H-71,JM2014-H-71,427.5057023,391.738024,591.5294434
JM2014-K-13,JM2014-K-13,3948.72933,4037.02291,5724.10055
JM11-037,JM11-037,949.4932886,771.1163963,1430.586258
JY168,JY168,1525.431089,1755.581516,2604.23574
KMS374,KMS374,490.1454453,1033.311373,1652.808865
JY066,JY066,3854.527201,4575.68614,4598.608732
JY285,JY285,571.8402759,603.5705433,1078.549328
JY195,JY195,249.8761396,388.8696858,308.3074833
KMS316,KMS316,1464.976688,1673.929177,2548.610097
JY162,JY162,1352.011899,2027.65668,2453.141339
RU2012-116,RU2012-116,306.256168,NA,NA
RU2012-109,RU2012-109,13.36,181.1597859,250.273363
JY206,JY206,202.4240013,279.0496124,454.6778404
RU2012-141,RU2012-141,1065.187012,754.7255804,902.8137542
RU2012-194,RU2012-194,102.7432501,380.3993393,308.5369057
RU2012-093,RU2012-093,7.23,33.98802461,160.7028214
JY191,JY191,346.4746584,422.2075502,732.5814219
RU2012-064,RU2012-064,15.69,83.86,23.5117773
JM2014-H-20,JM2014-H-20,536.663967,481.8286501,412.8625134
JY179,JY179,1929.156335,2410.575282,3228.861048
JY291,JY291,1055.60174,2764.800973,3527.466094
RU2012-185,RU2012-185,222.6643752,542.1113243,740.2726603
RU2012-106,RU2012-106,16.37,58.38,104.9442203
JM2014-H-3,JM2014-H-3,341.3197805,435.7616406,927.8568042
KMS311,KMS311,1270.037632,796.5455268,1766.327763
KMS301,KMS301,1006.563331,820.1976839,1682.003634
KMS418,KMS418,1161.554623,1229.301065,2819.261405
JY010,JY010,3887.347957,4628.099004,5551.769953
JM11-040,JM11-040,2476.248646,1827.378774,3488.569219
JY192,JY192,811.9019432,817.7055983,884.4314079
JM2014-H-64,JM2014-H-64,627.99828,337.9389082,464.6647441
JY260,JY260,213.678791,370.4891508,145.6961053
KMS292,KMS292,2443.967881,2739.260591,3726.224355
RU2012-104,RU2012-104,27,8.73,46.76109215
KMS442,KMS442,2607.35585,2003.81002,3547.355298
RU2012-177,RU2012-177,176.7544296,260.895025,212.4264706
JY271,JY271,47.37,320.9350268,465.0468412
JY045,JY045,4441.957836,5114.599792,5950.034573
RU2012-209,RU2012-209,56.92,215.0786449,487.22
JY101,JY101,4947.788943,6505.30359,6469.230769
JY212,JY212,92.08349072,422.5669407,281.5180208
JM2014-S-3,JM2014-S-3,5935.765812,5015.330343,4364.791787
JY284,JY284,1056.552158,909.2970438,1456.708226
JY146,JY146,1392.647999,1678.961826,2505.026956
RU2012-069,RU2012-069,144.2974648,420.4552897,286.4818908
M. sacchariflorus 'Gotemba Gold'-UI11-00005,UI11-00005,755.659341,1017.457276,1820.524979
KMS422,KMS422,4854.342172,3861.840755,4429.018198
RU2012-135,RU2012-135,12.15,44.25,91.88507358
KMS359,KMS359,387.2984609,1614.140325,2119.268902
JY030,JY030,3464.138144,3919.56446,6167.990943
JY254,JY254,34.68,454.9405605,378.914693
KMS398,KMS398,1078.959472,1881.213738,2754.266218
JM2014-H-66,JM2014-H-66,487.0002722,456.2375432,745.8071279
JMShira(N24),JMShira(N24),3492.184688,5454.962508,6579.338766
M. sacchariflorus 'EMI-5'-UI11-00027,UI11-00027,2238.1427,3737.428027,4017.675941
RU2012-197,RU2012-197,NA,NA,NA
RU2012-091,RU2012-091,NA,NA,NA
UI11-00036,UI11-00036,2104.209689,1904.519827,3681.782916
KMS376,KMS376,899.0158987,624.9295573,1253.77065
JY087,JY087,2555.218395,2765.840131,4698.318584
RU2012-161,RU2012-161,NA,NA,NA
JM2014-H-73,JM2014-H-73,920.4262032,448.7136392,830.8029106
RU2012-065,RU2012-065,NA,NA,13.15816857
KMS276,KMS276,1211.568944,612.3757932,2202.661358
KMS257,KMS257,1483.332852,662.0163636,2615.220418
JY203,JY203,NA,NA,NA
RU2012-178,RU2012-178,73.40132326,135.8156537,167.944664
JM2014-H-48,JM2014-H-48,773.0967074,208.9199721,215.7823914
RU2012-041,RU2012-041,7.33,48.02,81.08456376
RU2012-042,RU2012-042,15.29,41.62,46.56909789
JY138,JY138,1616.288143,2029.765829,3246.328875
JM2014-M-6,JM2014-M-6,1293.50083,852.2952387,1618.708098
JY251,JY251,64.59152993,243.6261918,168.2796944
KMS439,KMS439,2047.141031,2430.396621,3671.006711
M. sacchariflorus 'Gotemba Gold'-UI11-00005,UI11-00005,38.7,353.1967432,475.65
RU2012-078,RU2012-078,NA,2170.100967,1320.930233
RU2012-096,RU2012-096,NA,NA,NA
RU2012-106,RU2012-106,NA,NA,NA
KMS452,KMS452,NA,NA,NA
KMS326,KMS326,NA,NA,NA
RU2012-205,RU2012-205,305.9,NA,NA
KMS264,KMS264,322,3464.546844,1468.613445
JY055,JY055,NA,NA,NA
KMS386,KMS386,135.4,1636.74841,1135.211268
RU2012-045,RU2012-045,112.5714286,74,143.6647399
JM2014-H-51,JM2014-H-51,436.4266667,1616.371129,1384
RU2012-092,RU2012-092,NA,NA,NA
KMS399,KMS399,434.9538462,2433.926453,867.0891089
JM2014-H-58,JM2014-H-58,867.4956522,2360.91047,1743.456522
JPN-2011-020,JPN-2011-020,1468.8,3482.3254,2348.679842
JM2014-M-6,JM2014-M-6,35.28,6133.395731,1928.642857
KMS291,KMS291,425.85,1032.093657,923.278481
JY191,JY191,237.2188139,4483.214011,2372
KMS466,KMS466,1564.941176,2786.590422,575.0153846
KMS405,KMS405,230,3953.067502,1010.965517
KMS459,KMS459,2314.8,2502.838871,861.0119048
UI11-00037,UI11-00037,197.7029096,6609.610251,3344.685567
KMS423,KMS423,144.4444444,1906.199461,1710.542636
JY051,JY051,NA,NA,NA
RU2012-038,RU2012-038,NA,NA,NA
JM2014-H-64,JM2014-H-64,321.0690608,2536.4996,780.1875
KMS451,KMS451,940.2637704,4564.584228,3326.727273
M. sacchariflorus 'Bluemel'-UI10-00117,UI10-00117,1897.703704,6982.763248,3235.452282
RU2012-169,RU2012-169,190.8302354,1315.059316,274.7868852
JY129,JY129,1080.917391,5717.334876,2545.822222
PMS-076,PMS-076,173.4857143,1929.368801,914.3762376
KMS435,KMS435,1648.125,6947.335733,3542.123596
JPN-2010-007,JPN-2010-007,107.7142857,985.4720806,1041.711656
KMS352,KMS352,309,3561.700201,2013.7875
RU2012-131,RU2012-131,81.99557522,145.2318339,271.1888112
RU2012-207,RU2012-207,24.24,597.2132855,129.6179775
M. sacchariflorus 'Golf Course 4x'-UI11-00007,UI11-00007,125.3333333,842.9564059,701.0526316
KMS439,KMS439,NA,NA,NA
KMS401,KMS401,NA,NA,NA
JY095,JY095,NA,NA,NA
JMTomato(N24),JMTomato(N24),139.7090909,911.8751171,527.5636364
JY169,JY169,NA,NA,NA
RU2012-083,RU2012-083,65.47619048,644.7235008,315.7142857
KMS268,KMS268,NA,NA,NA
JM2014-S-3,JM2014-S-3,NA,NA,NA
JY271,JY271,NA,NA,NA
RU2012-137,RU2012-137,148.5716012,108.9994008,184.6231156
JY285,JY285,NA,NA,NA
JY283,JY283,NA,NA,NA
RU2012-121,RU2012-121,NA,NA,NA
JY072,JY072,551,5190.253314,2362.312925
JY133,JY133,715.4111111,4794.50743,1581.666667
KMS420,KMS420,120.4944444,1981.780472,593.0091743
JY183,JY183,282.2727273,3457.526903,1841.431579
JY096,JY096,133.2,3547.292419,1419.705882
RU2012-104,RU2012-104,356.2307692,NA,NA
KMS001,KMS001,943.04,3419.16389,1321.558442
JY023,JY023,NA,NA,NA
KMS414,KMS414,134.55,1947.933501,1449.888268
KMS413,KMS413,700.8090909,5160.224215,2185.333333
KMS358,KMS358,NA,NA,NA
RU2012-170,RU2012-170,NA,NA,NA
JPN-2011-008,JPN-2011-008,294,2024.425043,1233.986755
RU2012-138,RU2012-138,51.34615385,871.6589278,662.9352518
JM11-002,JM11-002,1814.997059,7872.010496,6254.263804
JPN-2011-023,JPN-2011-023,614.1333333,3320.949177,895.6857143
JY093,JY093,575.5714286,3857.199524,2146.418972
JY014,JY014,NA,NA,NA
RU2012-068,RU2012-068,81,561.5328007,277.2985075
JM2014-H-4,JM2014-H-4,188.25,1557.034627,611.1764706
JY187,JY187,NA,NA,NA
JY228,JY228,78.75,910.0811124,252.7142857
RU2012-080,RU2012-080,16.2,212.7859825,98.45669291
KMS330,KMS330,NA,NA,NA
RU2012-102,RU2012-102,131.4929907,NA,NA
JM11-027-1,JM11-027-1,4.958333333,NA,NA
M. sacchariflorus 'EMI-5'-UI11-00027,UI11-00027,300.1923077,NA,NA
KMS378,KMS378,78.66666667,1272.618692,765.7948718
RU2012-062,RU2012-062,NA,NA,NA
JY168,JY168,626.0576923,2400.211054,1209.6
JY208,JY208,NA,NA,NA
RU2012-098,RU2012-098,NA,NA,NA
RU2012-112,RU2012-112,108.3333333,954.6834886,480.9029126
JY180,JY180,55.46129032,1003.165907,644.7
JY030,JY030,NA,NA,NA
M. ×giganteus 'Illinois'-UI10-00107,UI10-00107,NA,NA,NA
KMS272,KMS272,NA,NA,NA
JY024,JY024,NA,NA,NA
JY287,JY287,NA,NA,NA
JPN-2010-008,JPN-2010-008,495.9574468,3241.497053,817.9558011
JY176,JY176,NA,792.1699048,423.3641975
JM2014-H-76,JM2014-H-76,132.8108108,2019.586007,708.0769231
JY056,JY056,618.6323529,NA,NA
RU2012-064,RU2012-064,NA,NA,NA
KMS316,KMS316,808.8529412,4442.73419,1184.762431
JY153,JY153,NA,NA,NA
RU2012-042,RU2012-042,NA,NA,NA
JM11-037,JM11-037,172.7857143,1048.625135,654.7017544
RU2012-028,RU2012-028,NA,NA,NA
RU2012-178,RU2012-178,NA,NA,NA
KMS390,KMS390,NA,NA,NA
RU2012-059,RU2012-059,78.73684211,967.9337183,399.1615385
JY182,JY182,466.4134615,4023.511139,84.50420168
JY138,JY138,1363.839286,8079.584668,1074.698225
JY161,JY161,62.63157895,1073.875695,266.1871921
RU2012-065,RU2012-065,NA,NA,NA
JM2014-M-7,JM2014-M-7,777.4519231,5386.677665,2662.86755
JPN-2011-013,JPN-2011-013,NA,165.0590866,328.5233645
RU2012-214,RU2012-214,96.89516129,1377.184075,659.9494949
KMS384,KMS384,NA,NA,NA
JM11-013,JM11-013,3625.394737,10064.35154,4131.572519
JY013,JY013,NA,NA,NA
JY126,JY126,NA,NA,NA
JPN-2010-001,JPN-2010-001,2012.5,5342.309247,1836.284211
JY213,JY213,NA,NA,NA
RU2012-025,RU2012-025,NA,NA,NA
JY149,JY149,1421.973684,5694.995256,1875.327014
JM2014-H-12,JM2014-H-12,83.33333333,1373.660301,310.4878049
RU2012-041,RU2012-041,NA,253.3436413,872.6683417
KMS256,KMS256,NA,NA,NA
JY298,JY298,NA,NA,NA
PMS-074,PMS-074,NA,NA,NA
RU2012-125,RU2012-125,NA,NA,NA
JY008,JY008,NA,NA,NA
KMS397,KMS397,NA,NA,NA
JY060,JY060,NA,NA,NA
JM11-019,JM11-019,NA,NA,NA
JY158,JY158,323.8636364,1307.086324,446.2530864
JY264,JY264,NA,NA,NA
JY009,JY009,NA,NA,NA
RU2012-144,RU2012-144,NA,NA,NA
RU2012-049,RU2012-049,35,295.031213,164.7272727
JPN-2010-004,JPN-2010-004,448.9857143,2523.879014,1504.616438
JM2014-H-19,JM2014-H-19,189,1465.72615,708.4926108
KMS449,KMS449,34.93333333,1141.96359,867.8894472
JY177,JY177,NA,NA,NA
RU2012-140,RU2012-140,103.125,931.6524373,185.1111111
RU2012-099,RU2012-099,NA,NA,NA
JPN-2011-010,JPN-2011-010,NA,NA,NA
RU2012-163,RU2012-163,NA,NA,NA
RU2012-036,RU2012-036,NA,NA,NA
RU2012-211,RU2012-211,NA,NA,NA
JPN-2011-004,JPN-2011-004,335.1428571,4689.289498,2186.161137
JPN-2011-003,JPN-2011-003,904.55,5232.528331,1899.5
RU2012-156,RU2012-156,104.21875,1134.246735,643.2240437
JY154,JY154,100.7142857,1544.346713,689.8431373
KMS356,KMS356,NA,121.54,364.1138211
KMS375,KMS375,NA,NA,NA
RU2012-201,RU2012-201,92.82142857,638.6057692,604.0549451
M. sacchariflorus 'Hortico'-UI10-00008,UI10-00008,NA,NA,NA
RU2012-029,RU2012-029,NA,NA,NA
JY015,JY015,NA,NA,NA
JY141,JY141,NA,NA,NA
KMS418,KMS418,868.1375,4945.672205,1859.290323
JPN-2011-017,JPN-2011-017,224.2553191,3544.001276,1283.083333
RU2012-061,RU2012-061,NA,NA,NA
JM2014-H-78,JM2014-H-78,NA,NA,NA
RU2012-141,RU2012-141,186.56,NA,NA
JY127,JY127,NA,NA,NA
JY111,JY111,NA,NA,NA
JPN-2010-009,JPN-2010-009,79.98387097,1773.42575,791.3442623
JM2014-S-5,JM2014-S-5,968.4210526,5425.996848,1949.165877
JY249,JY249,68.75,704.3274854,100.1
KMS332,KMS332,NA,NA,NA
KMS342,KMS342,211.5340909,1084.574408,794.1761658
JY201,JY201,100.7142857,1392.875387,722.925
JY092,JY092,369.5121951,2991.165254,1354.160428
JY053,JY053,NA,NA,NA
KMS468,KMS468,255.4222222,3050.175848,1364.127273
RU2012-050,RU2012-050,NA,NA,NA
KMS415,KMS415,NA,NA,NA
JY137,JY137,NA,NA,NA
RU2012-162,RU2012-162,107.52,1357.13655,850.4788732
RU2012-088,RU2012-088,NA,183.6369427,225
JMMiyakonojo (FSC),JMMiyakonojo (FSC),131.5636364,2997.883828,1406
JY118-1,JY118-1,NA,NA,NA
JY260,JY260,NA,NA,NA
JM2014-S-2,JM2014-S-2,327.5984848,NA,NA
KMS369,KMS369,3497.282609,453.7526272,590.5181347
JY175,JY175,NA,NA,NA
JY134,JY134,NA,456.8665377,955.0604839
JPN-2010-010,JPN-2010-010,1810.416667,6172.459814,1734.15625
RU2012-081,RU2012-081,NA,NA,NA
JPN-2011-015,JPN-2011-015,1606.5,5483.03161,5189.753555
KMS292,KMS292,275.5909091,4282.871643,3653.585799
KMS349,KMS349,942.1875,3549.221336,1907.458824
RU2012-190,RU2012-190,41.53846154,966.2774983,347.9019608
RU2012-200,RU2012-200,308.5471698,1697.840825,984.6741573
JY210,JY210,23.4375,746.3847768,405.3636364
JM2014-H-29,JM2014-H-29,296.4850746,1570.227838,902.2556391
JPN-2011-018,JPN-2011-018,NA,NA,NA
JY186,JY186,234.6153846,2286.239073,1394.175676
JY044,JY044,237.8571429,3438.715596,1605.174129
RU2012-153,RU2012-153,22.72727273,585.0307032,433.7721519
KMS389,KMS389,145.9117647,1584.171062,1984.878505
JY173,JY173,1217.916667,4966.267438,3720
RU2012-159,RU2012-159,NA,NA,NA
JY123,JY123,NA,NA,NA
RU2012-154,RU2012-154,25.90909091,459.5337473,448.9586777
JM2014-H-6,JM2014-H-6,NA,NA,NA
KMS309,KMS309,NA,NA,NA
JPN-2011-016,JPN-2011-016,1246.859091,4602.96502,3385.418719
JY082,JY082,NA,NA,NA
RU2012-149,RU2012-149,NA,NA,NA
KMS361,KMS361,356.8627451,2669.029851,1003.57732
JY062,JY062,NA,NA,NA
JY155,JY155,NA,NA,NA
KMS379,KMS379,102.4777778,1452.308484,827.2280702
JY136,JY136,NA,NA,NA
KMS343,KMS343,216.0240385,6.42,237.5
JY052,JY052,NA,NA,NA
JM2014-K-7,JM2014-K-7,NA,NA,NA
RU2012-048,RU2012-048,NA,NA,NA
JY192,JY192,NA,NA,NA
RU2012-175,RU2012-175,NA,NA,NA
JM2014-H-62,JM2014-H-62,284.8409091,1168.22112,1268.368932
UI11-00038,UI11-00038,1418.114754,5063.288809,3393.234694
JY230,JY230,NA,NA,NA
JM2014-H-9,JM2014-H-9,231.483871,3045.835401,1816.85906
JY114,JY114,NA,NA,NA
JM2014-H-14,JM2014-H-14,138.4310345,902.2792256,417.9655172
RU2012-182,RU2012-182,NA,NA,NA
RU2012-035,RU2012-035,NA,NA,NA
JM2014-H-46,JM2014-H-46,2798.222222,1218.817811,684.1121495
KMS310,KMS310,406.4,2058.068969,1222.407407
KMS400,KMS400,146.4673913,1707.6867,1733.4
KMS335,KMS335,98.6,NA,1918.144144
RU2012-151,RU2012-151,935.8823529,303.1156176,716.0869565
JY297,JY297,NA,NA,NA
KMS383,KMS383,17.33333333,2334.09968,1490.71028
RU2012-082,RU2012-082,NA,NA,NA
JM2014-H-20,JM2014-H-20,100.3018868,734.5139521,399.2569659
RU2012-110,RU2012-110,NA,NA,NA
JY143,JY143,299.6691176,2425.892617,1248.736196
RU2012-174,RU2012-174,469.4117647,NA,NA
RU2012-091,RU2012-091,NA,NA,NA
KMS257,KMS257,462.3821839,2917.168142,1280.131148
JY022,JY022,936.9296117,6915.641855,840.2320442
RU2012-067,RU2012-067,NA,NA,NA
RU2012-116,RU2012-116,NA,NA,NA
JM2014-H-18,JM2014-H-18,158.1904762,1293.052007,486.3364486
JY147,JY147,29.4,492.7079767,122.797546
KMS398,KMS398,155.9242424,1578.393969,798.8405797
KMS394,KMS394,191.3785714,1241.712731,1521.15942
JM2014-H-7,JM2014-H-7,NA,NA,NA
JY050,JY050,NA,NA,NA
JY195,JY195,NA,7.8,116.3758389
UI11-00032,UI11-00032,374.4680851,NA,NA
KMS371,KMS371,211.3536585,798.4042973,599.047619
JY004,JY004,NA,NA,NA
JM2014-H-43,JM2014-H-43,106.3829787,1222.170239,491.1086957
RU2012-070,RU2012-070,70.93023256,691.1332154,222.1403509
KMS301,KMS301,396.1,3181.975877,729.979798
RU2012-076,RU2012-076,NA,NA,NA
RU2012-027,RU2012-027,NA,NA,NA
RU2012-019,RU2012-019,NA,NA,NA
JY128,JY128,35.74285714,NA,NA
KMS465,KMS465,581.3888889,4697.263896,1390.994764
KMS408,KMS408,1662.042857,6644.035975,3271.29
KMS409,KMS409,858.55,3622.244584,2860.132231
RU2012-124,RU2012-124,NA,NA,NA
RU2012-105,RU2012-105,68.25,318.2830257,173.1692308
JM2014-H-66,JM2014-H-66,36.225,248.8565136,61.17808219
RU2012-189,RU2012-189,NA,NA,NA
KMS434,KMS434,1646.9,5988.663923,1708.869565
JM2014-M-1,JM2014-M-1,893.9224138,4340.567356,3912.133333
JPN-2010-005,JPN-2010-005,124.5689655,998.5333956,501.0785714
KMS319,KMS319,72.5,2076.066233,497.3211009
RU2012-194,RU2012-194,NA,NA,NA
KMS392,KMS392,NA,NA,NA
JY231,JY231,NA,NA,NA
KMS407,KMS407,107.3333333,1002.525575,894.7058824
RU2012-055,RU2012-055,18,200.6605094,152
JM2014-H-44,JM2014-H-44,NA,NA,NA
RU2012-058,RU2012-058,NA,NA,NA
JY088,JY088,NA,NA,NA
JM2014-H-42,JM2014-H-42,178.2857143,1797.319727,1205.111111
