Date,HU ppt,NEF ppt,CSU ppt,UI ppt,KNU ppt,ZJU ppt,HU temp,NEF temp,CSU temp,UI temp,KNU temp,ZJU temp
2015-09-28,3,,,,0.0 ,34.3,15.3,,,,18.0 ,22.5
2015-09-29,29.5,,,,,18.3,12.9,,,,19.2 ,24.5
2015-09-30,13,,,,,1.3,13.4,,,,19.2 ,25
2015-10-01,2,,,,29.9 ,3.8,14.7,,,,15.8 ,19
2015-10-02,10,,,,,1,15.4,,,,15.4 ,20.5
2015-10-03,2,,,,,0,14.2,,,,18.6 ,23.5
2015-10-04,0,,,,,2.8,11.8,,,,14.2 ,22.5
2015-10-05,0,,,,,5.6,11.5,,,,15.5 ,21
2015-10-06,0,,,,,2.8,12.3,,,,15.9 ,22
2015-10-07,0,,,,,8.4,13.8,,,,17.0 ,20.5
2015-10-08,13,,,,0.0 ,5.8,11.7,,,,17.9 ,19
2015-10-09,11.5,,,,2.1 ,5.6,12.4,,,,15.5 ,19.5
2015-10-10,0,,,,7.9 ,0,14.3,,,,11.3 ,18.5
2015-10-11,3,,,,1.5 ,,14.5,,,,9.4 ,16.5
2015-10-12,0,,,,,,12.1,,,,11.0 ,17
2015-10-13,10,,,,,,8.4,,,,11.9 ,17
2015-10-14,2,,,,,,8.5,,,,15.4 ,19.5
2015-10-15,0,,,,,,10.1,,,,15.0 ,19.5
2015-10-16,0,,,,,,11.2,,,,15.5 ,20
2015-10-17,0,,,,,,13.2,,,,15.7 ,20.5
2015-10-18,0.5,,,,,,14,,,,15.2 ,19
2015-10-19,0,,,,,,9.9,,,,16.1 ,20
2015-10-20,8,,,,,,9.1,,,,16.7 ,20.5
2015-10-21,0,,,,,,9.2,,,,16.3 ,21
2015-10-22,0,,,,,,8.3,,,,16.2 ,21
2015-10-23,0,,,,0.0 ,,10.8,,,,15.3 ,20.5
2015-10-24,3.5,,,,3.5 ,,10.6,,,,15.8 ,21
2015-10-25,26,,,,,,4.4,,,,13.1 ,22
2015-10-26,0.5,,,,0.4 ,2.3,6.5,,,,12.5 ,22
2015-10-27,0,,,,15.3 ,,9.3,,,,12.7 ,15.5
2015-10-28,5.5,,,,,,12,,,,8.8 ,18
2015-10-29,0,,,,0.4 ,15.7,7.5,,,,6.6 ,16
2015-10-30,0,,,,,,6.3,,,,4.3 ,14.5
2015-10-31,0.5,,,,,4.3,6.7,,,,3.7 ,14
2015-11-01,0,,,,,7.6,8.3,,,,4.8 ,11
2015-11-02,0,,,,,3.6,8.7,,,,8.3 ,13.5
2015-11-03,0,,,,,0,9.1,,,,7.6 ,16.5
2015-11-04,0,,,,,6.6,11.4,,,,7.7 ,17
2015-11-05,0,,,,,4.6,13,,,,10.2 ,20.5
2015-11-06,0,,,,4.3 ,0.5,8.6,,,,10.7 ,24.5
2015-11-07,0,,,,20.4 ,19.3,4,,,,10.3 ,22
2015-11-08,0,,,,17.1 ,9.9,4.3,,,,11.2 ,15.5
2015-11-09,6,,,,8.9 ,1.8,8.5,,,,11.4 ,13
2015-11-10,18.5,,,,0.1 ,0,4.9,,,,11.4 ,14
2015-11-11,4.5,,,,,1.3,5.3,,,,10.5 ,13.5
2015-11-12,2,,,,,25.7,5.3,,,,11.5 ,15
2015-11-13,0,,,,28.0 ,1.8,5.2,,,,10.7 ,15
2015-11-14,1,,,,13.7 ,2.8,9.4,,,,12.6 ,13.5
2015-11-15,11,,,,,9.9,11,,,,13.2 ,18.5
2015-11-16,0,,,,10.0 ,13.5,10,,,,10.7 ,19
2015-11-17,0.5,,,,,55.1,8.9,,,,13.6 ,16
2015-11-18,0,,,,4.4 ,4.8,4.8,,,,10.4 ,15.5
2015-11-19,0,,,,0.2 ,1.5,2.9,,,,8.2 ,15
2015-11-20,0,,,,,12.4,4.2,,,,9.7 ,14
2015-11-21,3,,,,,4.8,3.8,,,,7.9 ,15.5
2015-11-22,0,,,,4.5 ,0,1.6,,,,8.6 ,17.5
2015-11-23,0,,,,11.7 ,0,1.8,,,,7.9 ,15
2015-11-24,32.5,,,,0.4 ,15,-0.2,,,,6.1 ,10.5
2015-11-25,16.5,,,,12.7 ,14.7,-1.1,,,,3.1 ,3.5
2015-11-26,0,,,,0.0 ,0,-1.6,,,,-1.2 ,3
2015-11-27,17,,,,,0.3,2.8,,,,-2.5 ,6
2015-11-28,14.5,,,,0.0 ,6.9,2.2,,,,-0.6 ,10
2015-11-29,0,,,,5.5 ,1.5,2.3,,,,0.4 ,9
2015-11-30,10,,,,0.2 ,0.5,1.7,,,,3.2 ,12
2015-12-01,8.5,,,,,0,0.7,,,,1.1 ,14
2015-12-02,0,,,,13.3 ,10.2,2.1,,,,3.2 ,8.5
2015-12-03,6.5,,,,0.3 ,4.6,7,,,,0.5 ,8
2015-12-04,1.5,,,,,0.5,0.9,,,,0.4 ,8
2015-12-05,3,,,,,45,-0.5,,,,2.9 ,4.5
2015-12-06,0.5,,,,,43.4,-0.9,,,,-0.1 ,4.5
2015-12-07,10,,,,,0,1.3,,,,0.2 ,8
2015-12-08,0,,,,,,1.3,,,,1.4 ,10
2015-12-09,0,,,,,15.7,2.8,,,,0.5 ,11
2015-12-10,0,,,,0.2 ,4.3,6.3,,,,3.8 ,10
2015-12-11,4.5,,,,,1.3,5,,,,5.9 ,9
2015-12-12,0,,,,,0.5,2.5,,,,0.9 ,9
2015-12-13,0,,,,,6.1,2.5,,,,1.6 ,9
2015-12-14,0,,,,3.1 ,4.8,2.1,,,,2.5 ,8
2015-12-15,1,,,,0.0 ,0,5.4,,,,5.2 ,6.5
2015-12-16,3,,,,,,6,,,,0.3 ,3
2015-12-17,32.5,,,,,,1,,,,-4.9 ,2
2015-12-18,14.5,,,,,,-0.2,,,,-6.0 ,3.5
2015-12-19,3,,,,,4.6,-1.2,,,,-2.2 ,8
2015-12-20,0,,,,,1.8,1.7,,,,-2.9 ,10
2015-12-21,5,,,,1.3 ,1.5,2.8,,,,-0.2 ,10
2015-12-22,2.5,,,,,5.1,0.5,,,,1.9 ,11
2015-12-23,0,,,,1.8 ,1.8,0,,,,2.7 ,10.5
2015-12-24,0,,,,,13.2,4.2,,,,1.8 ,9.5
2015-12-25,21.5,,,,0.0 ,0.3,-1,,,,-1.3 ,7
2015-12-26,0,,,,0.8 ,,-4.7,,,,1.0 ,10.5
2015-12-27,1,,,,,,-6.2,,,,-4.1 ,9
2015-12-28,3.5,,,,,,-5.4,,,,-7.4 ,6
2015-12-29,1,,,,,,-4.6,,,,-6.9 ,6.5
2015-12-30,1,,,,1.5 ,,-3.6,,,,-2.6 ,8
2015-12-31,0,,,,,,-1.6,,,,0.3 ,5.5
